feat,score
28,4.9844044738744236e-05
88,9.601754418955399e-05
67,0.0006009090810109533
128,0.0002116520641913689
60,7.483923047894771e-05
34,0.0004290846099875272
121,0.00011093730083923566
90,9.585560402433982e-05
30,0.00010306772668378008
43,7.332906312745857e-05
53,1.2584601849783064e-06
33,0.0036573993587790364
71,0.00014227743939710866
42,1.897694402283167e-05
44,3.6843233583491904e-05
29,9.001390905630409e-05
113,1.5376999352003165e-07
56,4.0127826233401186e-05
93,0.00011926150977006542
18,0.00010825236046305316
86,1.4273371451978094e-05
102,8.200918125451928e-05
84,3.949883123339354e-05
31,0.0002367714047618796
80,0.0006357942988500023
39,5.832127329991662e-05
49,7.699442946478702e-05
89,0.00018252476947903766
82,3.4245327334050946e-05
54,0.00010349103977061458
97,0.0001447913803829721
20,0.00015217813724139554
68,5.940026412923349e-06
5,0.00012434673434502663
63,2.5218483000116493e-05
85,0.00015887517206781936
37,0.000173395269294053
36,1.657912663516163e-05
95,1.3297515100371866e-05
62,5.520198951808417e-05
17,0.00010802677713798309
1,6.288730175085192e-05
27,0.00040650060158084044
57,0.00019875446080150697
91,0.00015258323058871866
25,0.00011095280366381875
105,0.0003215992300686435
118,2.222350253227104e-06
15,1.1037846635378323e-06
35,0.0001207988155384216
58,6.002108355258537e-06
40,9.295968507466723e-05
111,0.00020905823825366834
10,0.00010570287129931899
2,1.2491989303857476e-05
41,1.4131182494575567e-06
98,0.0005124613339519621
50,9.980353721124671e-05
70,5.240820896171283e-05
