feat,score
76,9.304509176180295e-06
121,8.593305355745692e-05
84,0.00012862480270675342
39,0.00013214949934215424
44,1.94081055744145e-05
36,3.098459786853567e-05
2,1.71415879270608e-05
58,6.452062713413129e-05
54,0.006507928520658469
123,0.00031378004975154104
8,0.00014769015962819154
69,0.00011893383586930768
114,3.688406469840033e-05
40,5.7202537559563824e-05
28,1.338678906065427e-05
74,4.070405802691912e-05
34,5.22286565431164e-05
96,0.0006684616167643431
43,0.00016605296730756638
109,0.0022372768269841234
63,0.0001303325514457102
111,2.0397797441847054e-06
89,5.879976169033234e-05
117,0.00017653915660230998
128,3.747476870900532e-05
25,9.317184627276234e-05
1,3.986231967256608e-05
31,3.359156319637964e-05
115,9.904033255152267e-05
10,8.449659121185366e-05
33,1.664959840261531e-05
35,4.473875140104935e-05
80,0.0006015132080955353
4,0.00033349534667654127
23,2.2776463076848094e-05
97,5.966334856035956e-05
18,7.409921437944583e-05
85,4.436429084186304e-05
88,2.35104615713801e-05
60,0.0001521975194904556
82,2.618688816167017e-05
56,4.886900202059723e-05
6,1.4228762837999176e-06
73,0.002420724677734158
22,4.4426103894150415e-05
15,2.0530219944046857e-07
120,0.0004912913055005533
17,9.09259306624533e-05
90,3.0433203177022798e-05
55,0.00011443888651566699
86,0.00016302941806756177
21,2.973802621950277e-05
5,8.028077208007268e-05
