feat,score
65,3.242753909058881e-05
62,0.0001421724315858533
61,0.00015726677742124856
27,2.925200368060401e-05
80,0.0002249327787695772
18,0.00015507943532657017
82,3.462892711541925e-05
68,0.0001593001410256133
109,0.0003584656131377789
89,0.0002422349761931489
28,5.570383038508778e-05
56,1.0962896420968482e-05
111,4.878618347062703e-05
46,5.0346127636805797e-05
115,0.0007087020143111428
57,5.7109776967004255e-06
10,0.00015556400108846305
93,4.716327338992812e-05
97,0.00012356975897404466
29,8.569088922174076e-05
85,0.0002372461951489005
117,4.122863620135107e-06
121,0.00015191511596287458
40,7.46080633430065e-05
102,0.00011106271343563033
2,0.00021908615512651304
17,0.00015651116264887334
58,4.9507145771617717e-05
95,8.027644065912443e-07
23,4.570037530987614e-05
37,1.9248393038739063e-05
33,6.771914675547837e-05
50,6.25267509582212e-05
44,0.0001013833226727592
86,1.1356598879090976e-05
6,0.00015089109009388743
25,0.0001589695950998057
8,3.356966025961326e-05
73,0.00030796739422437203
5,0.00014431365364983746
90,9.300062303720796e-05
60,5.4918111791209256e-05
22,8.292026324066906e-05
72,4.5976922861609704e-07
88,8.891558455039524e-05
66,1.820632906913283e-05
21,6.685175281667677e-05
76,4.563171355329368e-05
104,2.59390513890562e-05
42,5.6175190940466885e-05
43,0.00017973189891230985
69,2.9378850482259314e-05
1,5.727112397063694e-05
67,1.0066529732234188e-05
39,0.000145047830589504
120,0.0010568378693195137
31,0.000112921145366391
91,5.231807049879515e-05
36,7.864604064668039e-05
55,1.3736371740335866e-05
118,1.2076098173365024e-05
4,0.0004530709599854356
