feat,score
2,2.1263439647873326e-05
124,1.3313074930269467e-05
25,6.0803519991879315e-05
105,0.0015577328344891627
31,2.3953666888637797e-05
28,0.0001403533712470437
111,0.0001277932979158597
50,4.476292856447775e-05
38,0.00022638575085467266
96,0.00020015074813937994
118,3.5468733309923506e-05
56,0.00023112597354234612
11,5.252950758718143e-06
43,8.670343297000754e-05
10,6.973490932371258e-05
103,1.415822133585612e-05
29,0.00016720908203523253
99,0.000639478312685765
51,0.00018185688480899798
85,4.4938131242977216e-05
116,8.844067302944854e-05
4,6.829038073593273e-05
49,0.00026540797689099047
90,8.142566247277844e-06
97,4.200895819530745e-05
121,5.98822192439479e-05
101,3.0635154452205576e-05
32,0.00030319376721827957
1,0.00014702189520620105
18,6.862117888495898e-05
74,3.903317325013034e-05
84,2.589673565825054e-05
98,0.0015242522067680803
17,6.577369782072122e-05
42,0.0001872825126340177
15,1.3414830209220602e-06
53,4.6446090781439124e-05
68,0.00025350398627481743
5,6.79187691304292e-05
64,4.535477685419908e-05
88,8.860971619412822e-06
89,5.052505576031395e-05
60,0.00010380551107479988
27,1.8183279966013655e-05
34,1.428327273735085e-05
63,2.0106525526870055e-05
39,2.2494066671434505e-05
40,7.861041084429934e-05
76,4.120890790811332e-05
54,0.0006413194690207784
122,7.455969137073765e-05
86,4.4787281055094254e-05
37,1.2313582511439165e-05
119,3.784381348483773e-06
