feat,score
52,8.138472525950728e-05
31,0.0001652275732061375
25,6.479949112720958e-05
70,4.698180299290717e-05
27,0.0003361690124843268
29,4.6816330240928225e-05
34,3.7311835108367816e-05
66,7.710303053421949e-06
58,0.00032084049457662203
97,0.00010604718891439602
49,0.0003686281465174121
121,6.257958778054483e-05
1,6.453306612685256e-05
71,0.00017150345858829574
88,0.00017901958363923318
63,4.668567802989035e-05
112,1.5015833061215664e-05
33,9.958673231309388e-05
85,0.00016352975980611292
51,0.00012457439691518357
37,0.00010315255686731313
74,3.399485984136377e-05
47,0.001646696258102466
82,3.0335804588912246e-05
18,7.503419910330359e-05
89,0.00018774619145759883
2,0.0004038280328881971
62,5.7826544049611756e-05
61,4.270600642755293e-05
65,9.257186690277142e-05
123,1.2223577498710753e-05
10,6.932237393464987e-05
56,3.0183561186578577e-05
86,3.4222742594031824e-05
4,0.00028006996814007243
28,1.7827322361434195e-05
35,2.9541415751115942e-05
91,1.4849724702723985e-05
54,1.5327093238272013e-05
30,5.4300010509853586e-05
102,0.0004241716370126207
92,0.0001196135160669333
15,1.3396489733502603e-07
104,1.7407166954891418e-05
9,0.0001573540748181345
57,0.00011319579045051924
40,6.158751854343572e-07
109,0.0004094264526618707
5,5.9657052602832966e-05
17,6.972157164965688e-05
90,0.00018279027373369928
115,0.00010359719104966261
36,0.00016468084321933502
120,0.00035309820162715555
93,2.9262621962103733e-06
111,5.907370689877062e-05
