feat,score
72,2.5724569459872892e-06
38,0.0003778926055035513
96,0.00022681541370747366
34,0.0003265509025856157
71,5.0707787794319024e-05
76,2.130092501762687e-05
55,8.264322831055891e-05
113,2.510205919360395e-06
63,0.00033699671506703856
56,9.421163234772396e-05
69,0.0001498162370014485
60,0.00014839020140729967
80,0.0009232771827672528
54,0.0005711549269401778
64,0.0002773064298412335
114,3.924569949287186e-05
27,9.004936395278981e-05
11,3.99394280213225e-06
92,0.00022229195790256142
97,2.9085229495359223e-06
104,2.6805960072855822e-05
30,8.836057051311245e-05
50,4.890400361881771e-05
44,0.00010427270974857055
121,5.590678538122153e-07
99,1.1397831550172266e-05
19,6.382419400266254e-05
51,0.00022900880805552803
73,0.0003081463860526226
53,4.824813862973343e-05
68,0.00011024394052946279
58,0.00022204579559454048
28,9.925117788870362e-05
95,2.6340155640496715e-06
40,0.00014138651950228436
84,0.0001183132464830719
57,2.6373751745317146e-05
42,0.00015122040621636207
48,0.0001538110184349118
82,2.742518441156347e-05
39,0.00011080566064088082
35,0.0002664068986862646
112,4.831157504334507e-07
