feat,score
82,4.0751244310998844e-05
121,0.0002482013391406253
50,0.00016961363243918337
33,0.0001863900804064799
55,0.00028693642139848013
59,3.714497891389723e-07
71,4.3760884793901667e-05
68,0.00014548543509625145
103,3.625829533204783e-05
37,0.00012171546279333631
90,0.00016538239853691739
111,0.0001204896015220662
34,0.00015119928164760918
97,0.00023287037219151723
36,0.00017934134193754378
119,8.807746931988047e-06
113,5.338324528257263e-05
9,0.0001045892476179977
93,0.000218044840037822
62,0.00019634060032914027
30,2.4365244350697812e-05
29,0.00010998430369373556
40,0.00021709933242635305
85,0.0002193888449783122
44,0.00022988938640239667
21,0.00016758414569997132
23,0.00012388454184270297
10,0.00024654292238719244
92,0.000169292768649576
1,0.00018194810164028248
43,0.00017007678391971724
56,0.00010186461102673454
67,3.07253167556136e-05
6,0.00010376399429967188
60,0.00019953840890546155
86,5.2080522056395864e-05
18,0.0002518438103946592
91,0.00022493175330921301
2,9.109659208967474e-05
123,2.1220940862954132e-05
35,6.335325132910893e-05
72,1.5974124754935745e-05
76,6.30057142065616e-05
53,5.6710747326320365e-06
88,0.00017149280901208527
45,9.05101010632986e-05
42,0.0001536850797709318
89,0.00022869486262359906
117,6.681086846767152e-05
39,0.00022172855631710786
61,6.501013732717123e-06
22,0.00016779287404993654
66,9.248525705387103e-06
5,0.00024236405797578749
73,0.00025764507078274157
57,6.832962010284646e-05
31,0.000223194222121398
28,0.00014101347017360724
17,0.00023878978679354318
15,3.672878276827704e-06
25,0.00024347362786924023
63,0.00014358558702959497
11,8.806459315923928e-06
27,0.00016855368445124232
69,6.259768662482922e-05
58,0.0001138333263315406
